"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00173295","2008-05","43.8925","-70.2544","115.2","GRAY, ME US","1.6","0","1.6",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","","","","","20080501",",,0","20080531","+,,0","20080531","+,,0","","","20080531",",,0","20080527",",,0","-0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,31,","30.0",",0,27,","3890.8","0","178.2",",0","30.3",",,,0","0",",,,0","12.64",",0","18.78",",,,0","6.50",",,,0","",""
"USC00173295","2008-06","43.8925","-70.2544","115.2","GRAY, ME US","36.7","0","35.1",",0","18",",0","9",",0","1",",0","0",",Z","0",",Z","0",",0","0",",0","0",",0","22",",0","1",",0","","","","","20080607","+,,0","20080630","+,,Z","20080630","+,,Z","","","20080629",",,0","20080608",",,0","10.0",",0,07,+","0",",,Z,30,+","0",",,Z,30,+","26.7",",,0,29,","32.2",",0,08,","3928.6","0","37.8",",0","104.5",",,,0","0",",,,Z","18.24",",0","23.08",",,,0","13.41",",,,0","",""
"USC00173295","2008-07","43.8925","-70.2544","115.2","GRAY, ME US","139.5","0","102.8",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","20080706","+,,0","20080731","+,,0","20080731","+,,0","","","20080724",",,0","20080717",",,0","12.8",",0,06,+","0",",,0,31,+","0",",,0,31,+","28.7",",,0,24,","31.7",",0,17,","0.0","0","0.0",",0","95.3",",,,0","0",",,,0","21.65",",0","26.90",",,,0","16.40",",,,0","",""
"USC00173295","2008-08","43.8925","-70.2544","115.2","GRAY, ME US","176.3","0","36.8",",0","14",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","20080820",",,0","20080831","+,,0","20080831","+,,0","","","20080808",",,0","20080818",",,0","10.0",",0,20,","0",",,0,31,+","0",",,0,31,+","72.4",",,0,08,","28.3",",0,18,","19.1","0","19.1",",0","172.3",",,,0","0",",,,0","18.90",",0","23.47",",,,0","14.34",",,,0","",""
"USC00173295","2008-09","43.8925","-70.2544","115.2","GRAY, ME US","191.3","0","15.0",",0","8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","20080919",",,0","20080930","+,,0","20080930","+,,0","","","20080906",",,0","20080904",",,0","3.9",",0,19,","0",",,0,30,+","0",",,0,30,+","130.3",",,0,06,","30.6",",0,04,","109.9","0","90.8",",0","318.7",",,,0","0",",,,0","15.81",",0","20.68",",,,0","10.93",",,,0","",""
"USC00173295","2008-10","43.8925","-70.2544","115.2","GRAY, ME US","191.3","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","1",",0","0",",0","","","","","20081023",",,0","20081031","+,,0","20081029",",,0","","","20081026",",,0","20081009",",,0","-3.3",",0,23,","0",",,0,31,+","0",",T,0,29,","45.0",",,0,26,","22.2",",0,09,","391.3","0","281.4",",0","88.8",",,,0","0",",T,,0","9.25",",0","14.32",",,,0","4.19",",,,0","",""
"USC00173295","2008-11","43.8925","-70.2544","115.2","GRAY, ME US","191.3","0","0.0",",0","13",",0","11",",0","2",",0","0",",0","1",",0","0",",0","19",",0","5",",0","0",",0","0",",0","","","","","20081123","+,,0","20081130","+,,0","20081130",",,0","","","20081125",",,0","20081105",",,0","-9.4",",0,23,+","0",",,0,30,+","25",",,0,30,","85.9",",,0,25,","20.0",",0,05,","835.7","0","444.4",",0","185.1",",,,0","25",",,,0","3.52",",0","7.41",",,,0","-0.37",",,,0","",""
"USC00173295","2008-12","43.8925","-70.2544","115.2","GRAY, ME US","191.3","0","0.0",",0","17",",0","9",",0","2",",0","20",",0","4",",0","1",",0","31",",0","12",",0","0",",0","0",",0","","","","","20081221",",,0","20081223","+,,0","20081221",",,0","","","20081212",",,0","20081210",",,0","-18.3",",0,21,","356",",,0,23,+","394",",,0,21,","40.6",",,0,12,","13.9",",0,10,","1504.2","0","668.5",",0","121.0",",,,0","742",",,,0","-3.23",",0","1.47",",,,0","-7.94",",,,0","",""
"USC00173295","2009-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","31",",0","5",",0","6",",0","31",",0","26",",0","0",",0","0",",0","","","","","20090116",",,0","20090131","+,,0","20090118",",,0","","","20090118",",,0","20090108","+,,0","-22.8",",0,16,","559",",,0,31,+","328",",,0,18,","24.4",",,0,18,","2.2",",0,08,+","2345.8","0","841.6",",0","71.1",",,,0","766",",,,0","-8.82",",0","-3.95",",,,0","-13.69",",,,0","",""
"USC00173295","2009-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","9",",0","8",",0","0",",0","28",",0","5",",0","0",",0","27",",0","10",",0","0",",0","0",",0","","","","","20090206",",,0","20090223",",,0","20090222",",,0","","","20090222",",,0","20090211",",,0","-17.2",",0,06,","838",",,0,23,","221",",,0,22,","21.3",",,0,22,","10.6",",0,11,","2964.6","0","618.8",",0","81.9",",,,0","646",",,,0","-3.77",",0","1.54",",,,0","-9.07",",,,0","",""
"USC00173295","2009-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","13",",0","8",",0","0",",0","29",",0","3",",0","0",",0","25",",0","6",",0","0",",0","0",",0","","","","","20090304",",,0","20090306","+,,0","20090302",",,0","","","20090311",",,0","20090307",",,0","-15.0",",0,04,","660",",,0,06,+","226",",,0,02,","19.1",",,0,11,","12.2",",0,07,","3534.5","0","569.9",",0","79.1",",,,0","396",",,,0","-0.05",",0","4.61",",,,0","-4.71",",,,0","",""
"USC00173295","2009-04","43.8925","-70.2544","115.2","GRAY, ME US","0.9","0","0.9",",0","11",",0","5",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","1",",0","","","","","20090401",",,0","20090405","+,,0","20090411",",,0","","","20090406",",,0","20090428",",,0","-1.7",",0,01,","0",",T,0,05,+","0",",T,0,11,","44.5",",,0,06,","32.8",",0,28,","3831.0","0","296.5",",0","115.7",",,,0","0",",T,,0","8.48",",0","14.18",",,,0","2.78",",,,0","",""
"USC00173295","2009-05","43.8925","-70.2544","115.2","GRAY, ME US","8.1","0","7.2",",0","17",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","","","","","20090526",",,0","20090531","+,,0","20090531","+,,0","","","20090507",",,0","20090521",",,0","3.3",",0,26,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,07,","32.2",",0,21,","4004.5","0","173.5",",0","108.0",",,,0","0",",,,0","12.97",",0","18.57",",,,0","7.37",",,,0","",""
"USC00173295","2009-06","43.8925","-70.2544","115.2","GRAY, ME US","13.7","0","5.6",",0","18",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","20090601",",,0","20090630","+,,0","20090630","+,,0","","","20090619",",,0","20090625",",,0","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","104.9",",,0,19,","25.6",",0,25,","4079.7","0","75.2",",0","235.2",",,,0","0",",,,0","16.01",",0","20.06",",,,0","11.96",",,,0","",""
"USC00173295","2009-07","43.8925","-70.2544","115.2","GRAY, ME US","54.3","0","40.6",",0","20",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","20090709","+,,0","20090731","+,,0","20090731","+,,0","","","20090724",",,0","20090730","+,,0","11.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","51.1",",,0,24,","28.9",",0,30,+","28.0","0","28.0",",0","240.2",",,,0","0",",,,0","18.74",",0","23.03",",,,0","14.45",",,,0","",""
"USC00173295","2009-08","43.8925","-70.2544","115.2","GRAY, ME US","154.5","0","100.2",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","20090828",",,0","20090831","+,,0","20090831","+,,0","","","20090829",",,0","20090818",",,0","8.9",",0,28,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,29,","32.8",",0,18,","44.0","0","16.0",",0","78.0",",,,0","0",",,,0","21.05",",0","26.16",",,,0","15.93",",,,0","",""
"USC00173295","2009-09","43.8925","-70.2544","115.2","GRAY, ME US","162.4","0","7.9",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","20090926",",,0","20090930","+,,0","20090930","+,,0","","","20090927",",,0","20090904",",,0","1.7",",0,26,","0",",,0,30,+","0",",,0,30,+","27.4",",,0,27,","27.8",",0,04,","137.6","0","93.6",",0","42.9",",,,0","0",",,,0","15.48",",0","21.01",",,,0","9.94",",,,0","",""
"USC00173295","2009-10","43.8925","-70.2544","115.2","GRAY, ME US","162.4","0","0.0",",0","16",",0","7",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","","","20091017","+,,0","20091031","+,,0","20091019","+,,0","","","20091003",",,0","20091031","+,,0","-1.1",",0,17,+","0",",,0,31,+","0",",T,0,19,+","53.6",",,0,03,","17.8",",0,31,+","462.1","0","324.5",",0","145.4",",,,0","0",",T,,0","7.86",",0","11.95",",,,0","3.78",",,,0","",""
"USC00173295","2009-11","43.8925","-70.2544","115.2","GRAY, ME US","162.4","0","0.0",",0","11",",0","6",",0","2",",0","1",",0","1",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","","","20091119",",,0","20091105",",,0","20091105",",,0","","","20091114",",,0","20091109",",,0","-2.8",",0,19,","25",",,0,05,","41",",,0,05,","106.7",",,0,14,","19.4",",0,09,","837.2","0","375.1",",0","200.8",",,,0","41",",,,0","5.83",",0","10.06",",,,0","1.60",",,,0","",""
"USC00173295","2009-12","43.8925","-70.2544","115.2","GRAY, ME US","162.4","0","0.0",",0","10",",0","7",",0","3",",0","26",",0","6",",0","0",",0","29",",0","15",",0","0",",0","0",",0","","","","","20091218","+,,0","20091214",",,0","20091209",",,0","","","20091227",",,0","20091203",",,0","-16.7",",0,18,+","178",",,0,14,","196",",,0,09,","55.1",",,0,27,","18.9",",0,03,","1497.6","0","660.4",",0","159.1",",,,0","479",",,,0","-2.97",",0","0.90",",,,0","-6.84",",,,0","",""
"USC00173295","2010-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","12",",0","8",",0","1",",0","31",",0","6",",0","1",",Z","31",",0","15",",Z","0",",Z","0",",Z","","","","","20100130",",,0","20100120",",,0","20100118",",,0","","","20100125",",,0","20100125",",,Z","-18.3",",0,30,","432",",,0,20,","229",",,0,18,","40.4",",,0,25,","9.4",",Z,25,","2195.7","0","698.1",",Z","92.6",",,,0","646",",,,0","-4.19",",0","-0.13",",,,Z","-8.24",",,,0","",""
"USC00173295","2010-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","8",",0","5",",0","1",",0","24",",0","2",",0","0",",0","27",",0","9",",0","0",",0","0",",0","2","","","","20100206",",,0","20100228",",,0","20100227",",,0","","","20100225",",,0","20100226","+,,0","-14.4",",0,06,","102",",,0,28,","152",",,0,27,","89.7",",,0,25,","7.8",",0,26,+","2749.9","0","554.2",",0","136.7",",,,0","232",",,,0","-1.46",",0","2.16",",,,0","-5.08",",,,0","",""
"USC00173295","2010-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",Z","12",",Z","10",",Z","4",",Z","1",",0","0",",0","0",",Z","19",",Z","0",",Z","1",",Z","0",",Z","9","","1","","20100327",",,Z","20100301",",,0","20100324",",,0","","","20100323",",,Z","20100320",",,Z","-8.9",",Z,27,","51",",,0,01,","5",",,0,24,","57.4",",,Z,23,","21.1",",Z,20,","3178.9","0","429.0",",Z","226.8",",,,Z","8",",,,0","4.49",",Z","9.21",",,,Z","-0.22",",,,Z","",""
"USC00173295","2010-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","1",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","","","","","20100417",",,0","20100417",",,0","20100417",",,0","","","20100409",",,0","20100407",",,0","-0.6",",0,17,","25",",,0,17,","18",",,0,17,","12.7",",,0,09,","28.3",",0,07,","3445.9","0","267.0",",0","55.0",",,,0","18",",,,0","9.43",",0","14.83",",,,0","4.04",",,,0","",""
"USC00173295","2010-05","43.8925","-70.2544","115.2","GRAY, ME US","15.6","0","15.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","2",",0","","","","","20100511","+,,0","20100531","+,,0","20100531","+,,0","","","20100519",",,0","20100526",",,0","0.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","24.1",",,0,19,","32.8",",0,26,","3568.4","0","122.5",",0","38.1",",,,0","0",",,,0","14.88",",0","21.25",",,,0","8.52",",,,0","",""
"USC00173295","2010-06","43.8925","-70.2544","115.2","GRAY, ME US","59.9","0","44.3",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","20100611",",,0","20100630","+,,0","20100630","+,,0","","","20100605",",,0","20100620",",,0","8.3",",0,11,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,05,","31.1",",0,20,","3613.2","0","44.8",",0","139.5",",,,0","0",",,,0","18.32",",0","23.26",",,,0","13.37",",,,0","",""
"USC00173295","2010-07","43.8925","-70.2544","115.2","GRAY, ME US","192.0","0","132.1",",0","13",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","20100731",",,0","20100731","+,,0","20100731","+,,0","","","20100721",",,0","20100706",",,0","10.6",",0,31,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,21,","35.0",",0,06,","4.1","0","4.1",",0","109.1",",,,0","0",",,,0","22.46",",0","27.62",",,,0","17.31",",,,0","",""
"USC00173295","2010-08","43.8925","-70.2544","115.2","GRAY, ME US","275.1","0","83.1",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","20100812",",,0","20100831","+,,0","20100831","+,,0","","","20100825",",,0","20100831",",,0","10.0",",0,12,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,25,","33.3",",0,31,","9.4","0","5.3",",0","51.1",",,,0","0",",,,0","20.84",",0","26.54",",,,0","15.14",",,,0","",""
"USC00173295","2010-09","43.8925","-70.2544","115.2","GRAY, ME US","311.2","0","36.1",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","2",",0","","","","","20100918",",,0","20100930","+,,0","20100930","+,,0","","","20100904",",,0","20100902","+,,0","6.7",",0,18,","0",",,0,30,+","0",",,0,30,+","53.1",",,0,04,","33.9",",0,02,+","82.3","0","72.9",",0","129.5",",,,0","0",",,,0","17.11",",0","21.88",",,,0","12.33",",,,0","",""
"USC00173295","2010-10","43.8925","-70.2544","115.2","GRAY, ME US","311.2","0","0.0",",0","12",",0","7",",0","3",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","","","","","20101022",",,0","20101031","+,,0","20101031",",,0","","","20101015",",,0","20101001",",,0","-1.1",",0,22,","0",",,0,31,+","0",",T,0,31,","85.9",",,0,15,","21.7",",0,01,","354.5","0","272.2",",0","185.6",",,,0","0",",T,,0","9.55",",0","14.13",",,,0","4.98",",,,0","",""
"USC00173295","2010-11","43.8925","-70.2544","115.2","GRAY, ME US","311.2","0","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","","","20101128",",,0","20101129","+,,0","20101126",",,0","","","20101117",",,0","20101113",",,0","-7.2",",0,28,","0",",T,0,29,+","5",",,0,26,","47.5",",,0,17,","18.3",",0,13,","792.7","0","438.2",",0","128.4",",,,0","5",",,,0","3.73",",0","7.65",",,,0","-0.20",",,,0","",""
"USC00173295","2010-12","43.8925","-70.2544","115.2","GRAY, ME US","311.2","0","0.0",",0","13",",0","9",",0","3",",0","12",",0","5",",0","0",",0","29",",0","15",",0","0",",0","0",",0","","","","","20101210",",,0","20101227",",,0","20101227",",,0","","","20101212",",,0","20101213",",,0","-12.8",",0,10,","254",",,0,27,","132",",,0,27,","58.4",",,0,12,","11.1",",0,13,","1436.7","0","644.0",",0","176.8",",,,0","400",",,,0","-2.44",",0","1.22",",,,0","-6.10",",,,0","",""
"USC00173295","2011-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","K","0.0",",K","8",",K","4",",K","1",",K","31",",K","5",",K","3",",K","29",",K","24",",K","0",",K","0",",K","","","","","20110124",",,K","20110122",",,K","20110112",",,K","","","20110112",",,K","20110101",",,K","-23.9",",K,24,","533",",,K,22,","310",",,K,12,","28.2",",,K,12,","12.2",",K,01,","2207.0","K","770.3",",K","64.9",",,,K","705",",,,K","-6.52",",K","-2.51",",,,K","-10.52",",,,K","",""
"USC00173295","2011-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","K","0.0",",K","11",",K","6",",K","0",",K","28",",K","7",",K","0",",K","27",",K","15",",K","0",",K","0",",K","","","","","20110209",",,K","20110203",",,K","20110202",",,K","","","20110225",",,K","20110218",",,K","-16.1",",K,09,","711",",,K,03,","211",",,K,02,","22.4",",,K,25,","13.3",",K,18,","2859.0","K","652.0",",K","87.5",",,,K","721",",,,K","-4.95",",K","0.32",",,,K","-10.23",",,,K","",""
"USC00173295","2011-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","K","0.0",",7","11",",K","5",",K","2",",K","28",",K","2",",K","0",",Z","26",",7","2",",Z","0",",Z","0",",Z","","","","","20110304",",,7","20110306","+,,K","20110321",",,K","","","20110307",",,K","20110318",",,Z","-16.7",",7,04,","660",",,K,06,+","86",",,K,21,","50.0",",,K,07,","19.4",",Z,18,","3424.2","K","565.2",",Z","122.2",",,,K","155",",,,K","0.10",",7","4.63",",,,Z","-4.42",",,,7","",""
"USC00173295","2011-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","K","0.0",",Z","16",",K","12",",K","3",",K","5",",K","1",",K","0",",Z","12",",Z","0",",Z","2",",Z","0",",Z","","","","","20110416",",,Z","20110402",",,K","20110401",",,K","","","20110417",",,K","20110429","+,,Z","-3.3",",Z,16,","254",",,K,02,","262",",,K,01,","56.9",",,K,17,","21.1",",Z,29,+","3758.9","K","334.7",",Z","185.5",",,,K","262",",,,K","7.18",",Z","11.93",",,,Z","2.43",",,,Z","",""
"USC00173295","2011-05","43.8925","-70.2544","115.2","GRAY, ME US","8.9","K","8.9",",Z","16",",K","9",",K","1",",K","0","1,K","0","1,K","0",",Z","0",",Z","0",",Z","8",",Z","0",",Z","","","","","20110502",",,Z","20110531","+,1,K","20110531","+,1,K","","","20110515",",,K","20110530",",,Z","2.8",",Z,02,","0","1,,K,31,+","0","1,,K,31,+","31.2",",,K,15,","29.4",",Z,30,","3943.2","K","184.3",",Z","91.5",",,,K","0","1,,,K","12.67",",Z","17.15",",,,Z","8.20",",,,Z","",""
"USC00173295","2011-06","43.8925","-70.2544","115.2","GRAY, ME US","36.4","K","27.5",",K","10",",K","6",",K","0",",K","0",",Z","0",",Z","0",",K","0",",K","0",",K","20",",K","1",",K","","","","","20110605",",,K","20110630","+,,Z","20110630","+,,Z","","","20110624",",,K","20110609",",,K","6.7",",K,05,","0",",,Z,30,+","0",",,Z,30,+","14.0",",,K,24,","32.2",",K,09,","4006.5","K","63.3",",K","52.9",",,,K","0",",,,Z","17.14",",K","22.41",",,,K","11.86",",,,K","",""
"USC00173295","2011-07","43.8925","-70.2544","115.2","GRAY, ME US","177.9","K","141.5",",Z","9",",K","7",",K","0",",K","0",",K","0",",K","0",",Z","0",",Z","0",",Z","31",",Z","4",",Z","","","","","20110727","+,,Z","20110731","+,,K","20110731","+,,K","","","20110703",",,K","20110722",",,Z","14.4",",Z,27,+","0",",,K,31,+","0",",,K,31,+","13.7",",,K,03,","37.2",",Z,22,","0.0","K","0.0",",Z","56.1",",,,K","0",",,,K","22.90",",Z","28.37",",,,Z","17.42",",,,Z","",""
"USC00173295","2011-08","43.8925","-70.2544","115.2","GRAY, ME US","243.5","K","65.6",",Z","13",",K","11",",K","3",",K","0",",K","0",",K","0",",Z","0",",Z","0",",Z","28",",Z","0",",Z","","","","","20110823",",,Z","20110831","+,,K","20110831","+,,K","","","20110828",",,K","20110819","+,,Z","10.0",",Z,23,","0",",,K,31,+","0",",,K,31,+","55.6",",,K,28,","28.9",",Z,19,+","7.0","K","7.0",",Z","208.1",",,,K","0",",,,K","20.22",",Z","25.18",",,,Z","15.27",",,,Z","",""
"USC00173295","2011-09","43.8925","-70.2544","115.2","GRAY, ME US","266.8","K","23.3",",7","11",",K","7",",K","1",",K","0",",K","0",",K","0",",Z","0",",7","0",",Z","18",",Z","0",",Z","","","","","20110917",",,7","20110930","+,,K","20110930","+,,K","","","20110905",",,K","20110925",",,Z","5.0",",7,17,","0",",,K,30,+","0",",,K,30,+","36.3",",,K,05,","27.8",",Z,25,","69.6","K","62.6",",Z","129.1",",,,K","0",",,,K","17.03",",7","21.81",",,,Z","12.24",",,,7","",""
"USC00173295","2011-10","43.8925","-70.2544","115.2","GRAY, ME US","271.0","K","4.2",",7","15",",Z","10",",Z","2",",Z","2",",Z","2",",Z","0",",Z","4",",7","0",",Z","3",",Z","0",",Z","1","","","","20111031","+,,7","20111030",",,7","20111029",",,Z","","","20111002",",,Z","20111009",",,Z","-1.1",",7,31,+","229",",,7,30,","165",",,Z,29,","30.7",",,Z,02,","28.9",",Z,09,","314.3","K","244.7",",Z","166.2",",,,Z","328",",,,Z","10.58",",7","14.63",",,,Z","6.53",",,,7","",""
"USC00173295","2011-11","43.8925","-70.2544","115.2","GRAY, ME US","271.0","K","0.0",",Z","8",",K","6",",K","0",",K","7",",K","1",",K","0",",7","13",",Z","0",",7","0",",7","0",",7","1","","2","","20111124","+,,Z","20111124",",,K","20111123",",,K","","","20111123",",,K","20111108",",,7","-5.6",",Z,24,+","178",",,K,24,","208",",,K,23,","25.1",",,K,23,","18.9",",7,08,","673.2","K","358.9",",7","75.6",",,,K","208",",,,K","6.37",",Z","11.49",",,,7","1.25",",,,Z","",""
"USC00173295","2011-12","43.8925","-70.2544","115.2","GRAY, ME US","271.0","K","0.0",",K","11",",K","9",",K","0",",K","5",",K","1",",K","0",",K","25",",K","6",",K","0",",K","0",",K","","","","","20111225",",,K","20111227","+,,K","20111223",",,K","","","20111207",",,K","20111206",",,K","-15.0",",K,25,","51",",,K,27,+","51",",,K,23,","21.3",",,K,07,","13.9",",K,06,","1253.3","K","580.1",",K","94.0",",,,K","84",",,,K","-0.38",",K","3.88",",,,K","-4.65",",,,K","",""
"USC00173295","2012-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","Z","0.0",",K","15",",K","10",",K","1",",K","21",",K","8",",K","2",",K","30",",K","15",",K","0",",K","0",",K","","","","","20120115",",,K","20120122","+,,K","20120120",",,K","","","20120127",",,K","20120124",",,K","-19.4",",K,15,","279",",,K,22,+","163",",,K,20,","28.4",",,K,27,","10.6",",K,24,","1956.4","Z","703.1",",K","97.0",",,,K","568",",,,K","-4.35",",K","-0.21",",,,K","-8.49",",,,K","",""
"USC00173295","2012-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","Z","0.0",",K","9",",K","3",",K","0",",K","28",",K","2",",K","0",",K","27",",K","6",",K","0",",K","0",",K","","","","","20120213","+,,K","20120203","+,,K","20120224",",,K","","","20120224",",,K","20120222",",,K","-16.1",",K,13,+","152",",,K,03,+","76",",,K,24,","19.1",",,K,24,","9.4",",K,22,","2544.6","Z","588.2",",K","31.6",",,,K","135",",,,K","-1.95",",K","2.86",",,,K","-6.76",",,,K","",""
"USC00173295","2012-03","43.8925","-70.2544","115.2","GRAY, ME US","4.2","Z","4.2",",K","11",",K","5",",K","0",",K","11",",K","3",",K","0",",K","19",",K","3",",K","5",",K","0",",K","","","","","20120306","+,,K","20120303",",,K","20120301",",,K","","","20120303",",,K","20120322",",,K","-11.7",",K,06,+","254",",,K,03,","175",",,K,01,","18.8",",,K,03,","28.9",",K,22,","2974.9","Z","430.3",",K","51.9",",,,K","325",",,,K","4.59",",K","10.03",",,,K","-0.86",",,,K","",""
"USC00173295","2012-04","43.8925","-70.2544","115.2","GRAY, ME US","4.5","Z","0.3",",K","10",",K","4",",K","2",",K","0",",K","0",",K","0",",K","11",",K","0",",K","4",",K","0",",K","","","","","20120401",",,K","20120402",",,K","20120402",",,K","","","20120423",",,K","20120417",",,K","-3.3",",K,01,","0",",T,K,02,","5",",,K,02,","89.4",",,K,23,","28.3",",K,17,","3283.4","Z","308.5",",K","131.1",",,,K","5",",,,K","8.06",",K","13.94",",,,K","2.18",",,,K","",""
"USC00173295","2012-05","43.8925","-70.2544","115.2","GRAY, ME US","11.5","Z","7.0",",K","18",",K","9",",K","1",",K","0",",K","0",",K","0",",K","0",",K","0",",K","12",",K","0",",K","8","","","","20120502","+,,K","20120531","+,,K","20120531","+,,K","2","","20120529",",,K","20120526",",,K","3.3",",K,02,+","0",",,K,31,+","0",",,K,31,+","27.9",",,K,29,","28.9",",K,26,","3430.5","Z","147.1",",K","133.1",",,,K","0",",,,K","13.81",",K","18.51",",,,K","9.12",",,,K","",""
"USC00173295","2012-06","43.8925","-70.2544","115.2","GRAY, ME US","45.8","Z","34.3",",K","14",",K","9",",K","3",",K","0",",K","0",",K","0",",K","0",",K","0",",K","17",",K","1",",K","2","","","","20120606","+,,K","20120630","+,,K","20120630","+,,K","2","","20120603",",,K","20120620",",,K","8.3",",K,06,+","0",",,K,30,+","0",",,K,30,+","78.7",",,K,03,","33.9",",K,20,","3500.8","Z","70.3",",K","281.2",",,,K","0",",,,K","17.13",",K","21.87",",,,K","12.39",",,,K","",""
"USC00173295","2012-07","43.8925","-70.2544","115.2","GRAY, ME US","156.9","Z","111.1",",K","13",",K","6",",K","0",",K","0",",K","0",",K","0",",K","0",",K","0",",K","30",",K","1",",K","2","","","","20120720",",,K","20120731","+,,K","20120731","+,,K","2","","20120704",",,K","20120713",",,K","12.8",",K,20,","0",",,K,31,+","0",",,K,31,+","17.0",",,K,04,","32.2",",K,13,","0.0","Z","0.0",",K","64.1",",,,K","0",",,,K","21.92",",K","27.37",",,,K","16.47",",,,K","",""
